img,img_path,label,pred,conf,correct
img_000153.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000153.jpg,ppw4661,ppw4661,0.999809,1
img_000156.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000156.jpg,odf5623,odf5623,0.999780,1
img_000157.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000157.jpg,odt6208,odt6208,0.999802,1
img_000158.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000158.jpg,ods2590,ods2590,0.999630,1
img_000159.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000159.jpg,ods3662,ods3662,0.999748,1
img_000161.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000161.jpg,odg3176,odg3176,0.999746,1
img_000164.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000164.jpg,msb4766,msb4766,0.999832,1
img_000167.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000167.jpg,odt6181,odt6181,0.999825,1
img_000168.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000168.jpg,mry7465,mry7465,0.999065,1
img_000169.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000169.jpg,odr3127,odr3127,0.999909,1
img_000170.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000170.jpg,ode6371,ode6371,0.999894,1
img_000171.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000171.jpg,ppp7674,ppp7674,0.999891,1
img_000173.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000173.jpg,mtc0626,mtc0626,0.999753,1
img_000176.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000176.jpg,ppx0155,ppx0155,0.999809,1
img_000178.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000178.jpg,qrd3012,qrd3012,0.999897,1
img_000179.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000179.jpg,ppv2861,ppv2861,0.999837,1
img_000182.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000182.jpg,mts7362,mts7362,0.999753,1
img_000184.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000184.jpg,ppw4661,ppw4661,0.999874,1
img_000185.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000185.jpg,ods2590,ods2590,0.999801,1
img_000186.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000186.jpg,mtj5833,mtj5833,0.999456,1
img_000187.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000187.jpg,ppw0076,ppw0076,0.999900,1
img_000188.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000188.jpg,odg4873,odg4873,0.999891,1
img_000189.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000189.jpg,odg3176,odg3176,0.999795,1
img_000190.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000190.jpg,fda4010,fda4010,0.999719,1
img_000191.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000191.jpg,msb4766,msb4766,0.999784,1
img_000192.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000192.jpg,odt6092,odt6092,0.999766,1
img_000193.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000193.jpg,odr3127,odr3127,0.999924,1
img_000195.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000195.jpg,mtx0171,mtx0171,0.999827,1
img_000198.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000198.jpg,mtz3256,mtz3256,0.987079,1
img_000199.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000199.jpg,qrc6770,qrc6770,0.999687,1
img_000201.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000201.jpg,odr3984,odr3984,0.999942,1
img_000202.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000202.jpg,odt6140,odt6140,0.999841,1
img_000210.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000210.jpg,ppw0076,ppw0076,0.999896,1
img_000212.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000212.jpg,odg6312,odg6312,0.999847,1
img_000214.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000214.jpg,msf9531,msf9531,0.994762,1
img_000215.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000215.jpg,msk5187,msk5187,0.999485,1
img_000219.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000219.jpg,odm9447,odm9447,0.999646,1
img_000220.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000220.jpg,ppb0869,ppb0869,0.999638,1
img_000222.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000222.jpg,ovf6363,ovf6363,0.999864,1
img_000225.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000225.jpg,ppw0076,ppw0076,0.999901,1
img_000228.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000228.jpg,ovf6363,ovf6363,0.999790,1
img_000231.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000231.jpg,ppa7949,ppa7949,0.999936,1
img_000233.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000233.jpg,msm2996,msm2996,0.999783,1
img_000234.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000234.jpg,ppp7010,ppp7010,0.999823,1
img_000235.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000235.jpg,ppx4854,ppx4854,0.999902,1
img_000236.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000236.jpg,mqw8039,mqw8039,0.996834,1
img_000239.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000239.jpg,odo0659,odo0659,0.999816,1
img_000240.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000240.jpg,odg6312,odg6312,0.999702,1
img_000242.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000242.jpg,odr3127,odr3127,0.999928,1
img_000245.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000245.jpg,ovf6363,ovf6363,0.999821,1
img_000246.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000246.jpg,ppp6749,ppp6749,0.996648,1
img_000247.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000247.jpg,odr4149,odr4149,0.999920,1
img_000248.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000248.jpg,ods6243,ods6243,0.999610,1
img_000249.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000249.jpg,ppw4661,ppw4661,0.999789,1
img_000250.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000250.jpg,odi1892,odi1892,0.999587,1
img_000252.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000252.jpg,odg5904,odg5904,0.999888,1
img_000255.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000255.jpg,mtn9522,mtn9522,0.999834,1
img_000256.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000256.jpg,ppx4854,ppx4854,0.999912,1
img_000257.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000257.jpg,ppc9486,ppc9486,0.753445,1
img_000258.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000258.jpg,ovf6363,ovf6363,0.999869,1
img_000259.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000259.jpg,msf9531,msf9531,0.999094,1
img_000261.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000261.jpg,odr4042,odr4042,0.999446,1
img_000264.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000264.jpg,ppw0032,ppw0032,0.999885,1
img_000265.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000265.jpg,ppp6110,ppp6110,0.999815,1
img_000266.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000266.jpg,gmf8421,gmf8421,0.999843,1
img_000268.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000268.jpg,ods6243,ods6243,0.999833,1
img_000270.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000270.jpg,ppx9984,ppx9984,0.999882,1
img_000271.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000271.jpg,qnr5824,qnr5824,0.964866,1
img_000274.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000274.jpg,ppp4907,ppp4907,0.999940,1
img_000279.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000279.jpg,oko0458,oko0458,0.997867,1
img_000280.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000280.jpg,mtp5026,mtp5026,0.999673,1
img_000283.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000283.jpg,ppp7519,ppp7519,0.999869,1
img_000286.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000286.jpg,ods6243,ods6243,0.999789,1
img_000293.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000293.jpg,ppw4661,ppw4661,0.999654,1
img_000294.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000294.jpg,mtj5833,mtj5833,0.999420,1
img_000295.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000295.jpg,msd0247,msd0247,0.999844,1
img_000296.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000296.jpg,msk5187,msk5187,0.999606,1
img_000297.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000297.jpg,mtz3256,mtz3256,0.996520,1
img_000298.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000298.jpg,ods6243,ods6243,0.999831,1
img_000300.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000300.jpg,qrd5027,qrd5027,0.999766,1
img_000301.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000301.jpg,ppw4039,ppw4039,0.999759,1
img_000302.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000302.jpg,ppp7010,ppp7010,0.999727,1
img_000304.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000304.jpg,ppp3628,ppp3628,0.999833,1
img_000305.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000305.jpg,qrb5219,qrb5219,0.999432,1
img_000306.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000306.jpg,ppw0076,ppw0076,0.999889,1
img_000307.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000307.jpg,mka7333,mka7333,0.998794,1
img_000309.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000309.jpg,qrc6790,qrc6790,0.999742,1
img_000310.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000310.jpg,odt6251,odt6251,0.984853,1
img_000311.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000311.jpg,ppx0155,ppx0155,0.999760,1
img_000317.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000317.jpg,ppp6749,ppp6749,0.999862,1
img_000320.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000320.jpg,odr3127,odr3127,0.999936,1
img_000322.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000322.jpg,odt6173,odt6173,0.998757,1
img_000323.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000323.jpg,odh1374,odh1374,0.999844,1
img_000324.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000324.jpg,odg3176,odg3176,0.999351,1
img_000325.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000325.jpg,mst4686,mst4686,0.999852,1
img_000328.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000328.jpg,odg3967,odg3967,0.999880,1
img_000330.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000330.jpg,mtz3549,mtz3549,0.998997,1
img_000331.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000331.jpg,odt9984,odt9984,0.999914,1
img_000334.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000334.jpg,ppe0807,ppe0807,0.999788,1
img_000337.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000337.jpg,ppx0700,ppx0700,0.999378,1
img_000339.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000339.jpg,odo9891,odo9891,0.999871,1
img_000340.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000340.jpg,mqk4229,mqk4229,0.999427,1
img_000341.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000341.jpg,ods4852,ods4852,0.999888,1
img_000342.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000342.jpg,ppp3628,ppp3628,0.999887,1
img_000345.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000345.jpg,ode6371,ode6371,0.999857,1
img_000346.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000346.jpg,mts7362,mts7362,0.999784,1
img_000347.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000347.jpg,odr3127,odr3127,0.999911,1
img_000348.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000348.jpg,ppc5281,ppc5281,0.999871,1
img_000354.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000354.jpg,fsh5743,fsh5743,0.999625,1
img_000356.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000356.jpg,ppl5787,ppl5787,0.999858,1
img_000357.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000357.jpg,qrc0461,qrc0461,0.999828,1
img_000358.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000358.jpg,odr1528,odr1528,0.999875,1
img_000361.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000361.jpg,ppx9986,ppx9986,0.999898,1
img_000362.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000362.jpg,ovf6363,ovf6363,0.999778,1
img_000364.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000364.jpg,msi3690,msi3690,0.999861,1
img_000366.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000366.jpg,ods2624,ods2624,0.999754,1
img_000367.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000367.jpg,odg3967,odg3967,0.999797,1
img_000368.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000368.jpg,ppx4010,ppx4010,0.999799,1
img_000369.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000369.jpg,odf5623,odf5623,0.999626,1
img_000370.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000370.jpg,mtz3549,mtz3549,0.998830,1
img_000371.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000371.jpg,odi1892,odi1892,0.998594,1
img_000374.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000374.jpg,odt6092,odt6092,0.999765,1
img_000375.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000375.jpg,odt6064,odt6064,0.999755,1
img_000378.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000378.jpg,mtz3256,mtz3256,0.997900,1
img_000381.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000381.jpg,ppw4039,ppw4039,0.999850,1
img_000384.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000384.jpg,odg6312,odg6312,0.999872,1
img_000389.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000389.jpg,ppw4661,ppw4661,0.999752,1
img_000391.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000391.jpg,msd0247,msd0247,0.999880,1
img_000392.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000392.jpg,msa1557,msa1557,0.998616,1
img_000393.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000393.jpg,odg3967,odg3967,0.999810,1
img_000394.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000394.jpg,odg3176,odg3176,0.999836,1
img_000395.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000395.jpg,odi1892,odi1892,0.999720,1
img_000396.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000396.jpg,msb4766,msb4766,0.999776,1
img_000397.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000397.jpg,ppx0700,ppx0700,0.999191,1
img_000398.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000398.jpg,odt6462,odt6462,0.999640,1
img_000400.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000400.jpg,nzf9172,nzf9172,0.999553,1
img_000403.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000403.jpg,odo9891,odo9891,0.999672,1
img_000404.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000404.jpg,odt6251,odt6251,0.999538,1
img_000405.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000405.jpg,odt6482,odt6482,0.999718,1
img_000408.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000408.jpg,mts7362,mts7362,0.999782,1
img_000410.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000410.jpg,odr3127,odr3127,0.999926,1
img_000411.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000411.jpg,ppx4010,ppx4010,0.999871,1
img_000414.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000414.jpg,odf4543,odf4543,0.999694,1
img_000415.jpg,/home/andre/dev/research/constrastive-deep-text-recognition-benchmark/dataset/test/cars_motors/img_000415.jpg,msk7666,msk7666,0.999774,1
